,origin,originId,target,targetId,movie,song
0,time,0,love,1,Aladdin: The Return of Jafar,Forget About Love
1,time,0,love,1,Beauty and the Beast,Human Again
2,time,0,love,1,Beauty and the Beast (live-action),How Does a Moment Last Forever
3,time,0,love,1,Beauty and the Beast (live-action),How Does a Moment Last Forever (Music Box)
4,time,0,love,1,Beauty and the Beast: The Enchanted Christmas,As Long as There's Christmas
5,time,0,love,1,Beauty and the Beast: The Enchanted Christmas,As Long as There's Christmas (Reprise)
6,time,0,love,1,Beauty and the Beast: The Enchanted Christmas,Don't Fall in Love
7,time,0,love,1,Brother Bear,Welcome
8,time,0,love,1,Brother Bear 2,It Will Be Me
9,time,0,love,1,Camp Rock,Hasta La Vista
10,time,0,love,1,Camp Rock 2: The Final Jam,Introducing Me
11,time,0,love,1,Cars,Our Town
12,time,0,love,1,Cinderella III: A Twist in Time,More Than a Dream
13,time,0,love,1,Cinderella III: A Twist in Time,Perfectly Perfect
14,time,0,love,1,Coco,Remember Me (Dúo)
15,time,0,love,1,Disney's Descendants,Good Is the New Bad
16,time,0,love,1,Descendants 3,Break This Down
17,time,0,love,1,Descendants 3,VK Mashup
18,time,0,love,1,Elena of Avalor,Festival of Love
19,time,0,love,1,Frozen,For the First Time in Forever
20,time,0,love,1,Frozen 2,Some Things Never Change
21,time,0,love,1,Fun and Fancy Free,Say it With a Slap
22,time,0,love,1,A Goofy Movie,I 2 I
23,time,0,love,1,High School Musical 2,Humu humu nuku nuku a pua'a
24,time,0,love,1,High School Musical 2,What Time Is It?
25,time,0,love,1,High School Musical 3: Senior Year,A Night to Remember
26,time,0,love,1,High School Musical 3: Senior Year,Scream
27,time,0,love,1,High School Musical: The Musical: The Series,"I Think I Kinda, You Know (Duet)"
28,time,0,love,1,High School Musical: The Musical: The Series,"I Think I Kinda, You Know (Nini Version)"
29,time,0,love,1,High School Musical: The Musical: The Series,"I Think I Kinda, You Know (Ricky Version)"
30,time,0,love,1,High School Musical: The Musical: The Series,Just For a Moment
31,time,0,love,1,The Hunchback of Notre-Dame,Topsy Turvy
32,time,0,love,1,The Hunchback of Notre-Dame 2,Le Jour D'Amour
33,time,0,love,1,The Jungle Book (live-action),The Bare Necessities
34,time,0,love,1,The Lion King,Can You Feel the Love Tonight
35,time,0,love,1,The Lion King (Live-Action),Never too Late
36,time,0,love,1,The Lion King 2: Simba's Pride,My Lullaby
37,time,0,love,1,The Little Mermaid,Under the Sea
38,time,0,love,1,The Many Adventures of Winnie the Pooh,Rumbly in My Tumbly
39,time,0,love,1,Mary Poppins,Jolly Holiday
40,time,0,love,1,Mary Poppins Returns,The Place Where Lost Things Go
41,time,0,love,1,Moana,Shiny
42,time,0,love,1,Mulan,A Girl Worth Fighting For
43,time,0,love,1,The Nightmare Before Christmas,Jack's Obsession
44,time,0,love,1,Olaf's Frozen Adventure,That Time of Year
45,time,0,love,1,Pete's Dragon,Bill of Sale
46,time,0,love,1,Pete's Dragon,Brazzle Dazzle Day
47,time,0,love,1,Pete's Dragon,There's Room for Everyone
48,time,0,love,1,Pocahontas,If I Never Knew You
49,time,0,love,1,Pocahontas,"Mine, Mine, Mine!"
50,time,0,love,1,Pooh's Heffalump Movie,Little Mister Roo
51,time,0,love,1,Snow White and the Seven Dwarfs,Whistle While You Work
52,time,0,love,1,Sofia the First: Once Upon a Princess,True Sisters
53,time,0,love,1,Tarzan,Son of Man
54,time,0,love,1,The Tigger Movie,Your Heart Will Lead You Home
55,time,0,love,1,Tinker Bell,Be True
56,time,0,love,1,Tinker Bell and the Legend of the Neverbeast,Strange Sight (Reprise)
57,time,0,love,1,A Wrinkle in Time,I Believe
58,time,0,love,1,A Wrinkle in Time,Warrior
59,time,0,day,2,Alice in Wonderland,The Walrus and the Carpenter
60,time,0,day,2,Bambi 2,First Sign of Spring
61,time,0,day,2,Beauty and the Beast,Human Again
62,time,0,day,2,Beauty and the Beast,The Mob Song
63,time,0,day,2,Beauty and the Beast: The Enchanted Christmas,Stories
64,time,0,day,2,Brother Bear,No Way Out
65,time,0,day,2,Camp Rock,Hasta La Vista
66,time,0,day,2,Camp Rock 2: The Final Jam,Brand New Day
67,time,0,day,2,Cars 3,Run That Race
68,time,0,day,2,Christopher Robin,Christopher Robin
69,time,0,day,2,Cinderella,The Work Song
70,time,0,day,2,Cinderella II: Dreams Come True,The World Is Looking Up to You
71,time,0,day,2,Cinderella III: A Twist in Time,More Than a Dream
72,time,0,day,2,Cinderella III: A Twist in Time,Perfectly Perfect
73,time,0,day,2,Descendants 2,What's My Name 
74,time,0,day,2,Descendants 3,Break This Down
75,time,0,day,2,Descendants 3,Good to Be Bad
76,time,0,day,2,Descendants 3,VK Mashup
77,time,0,day,2,Elena of Avalor,Festival of Love
78,time,0,day,2,Elena of Avalor,My Time
79,time,0,day,2,Elena of Avalor,Sister Time
80,time,0,day,2,The Emperor's New Groove,My Funny Friend and Me
81,time,0,day,2,Frozen,Let it Go
82,time,0,day,2,Frozen 2,Some Things Never Change
83,time,0,day,2,Frozen 2,When I Am Older
84,time,0,day,2,Fun and Fancy Free,Fun and Fancy Free
85,time,0,day,2,A Goofy Movie,After Today
86,time,0,day,2,A Goofy Movie,On the Open Road
87,time,0,day,2,High School Musical 2,All For One
88,time,0,day,2,High School Musical 2,What Time Is It?
89,time,0,day,2,High School Musical 3: Senior Year,High School Musical
90,time,0,day,2,High School Musical 3: Senior Year,Scream
91,time,0,day,2,High School Musical 3: Senior Year,The Boys Are Back
92,time,0,day,2,The Hunchback of Notre-Dame,The Bells of Notre-Dame
93,time,0,day,2,The Hunchback of Notre-Dame,Topsy Turvy
94,time,0,day,2,The Lion Guard,It Is Time
95,time,0,day,2,The Lion King,Can You Feel the Love Tonight
96,time,0,day,2,The Lion King,I Just Can't Wait to Be King
97,time,0,day,2,The Lion King (Live-Action),I Just Can't Wait to Be King
98,time,0,day,2,The Lion King (Live-Action),Never too Late
99,time,0,day,2,The Lion King 2: Simba's Pride,My Lullaby
100,time,0,day,2,The Little Mermaid,Under the Sea
101,time,0,day,2,Mary Poppins,A Man Has Dreams
102,time,0,day,2,Mary Poppins,Feed the birds
103,time,0,day,2,Mary Poppins,Jolly Holiday
104,time,0,day,2,Mary Poppins,Supercalifragilistic-expialidocious
105,time,0,day,2,Mary Poppins Returns,A Cover Is Not the Book
106,time,0,day,2,Moana,Where You Are
107,time,0,day,2,Mulan,Reflection
108,time,0,day,2,Pete's Dragon,Brazzle Dazzle Day
109,time,0,day,2,Piglet's Big Movie,Comforting to Know
110,time,0,day,2,The Princess and the Frog,Almost There
111,time,0,day,2,Robin Hood,Oo-de-lally
112,time,0,day,2,Sofia the First: Once Upon a Princess,Rise and Shine
113,time,0,day,2,Sofia the First: Once Upon a Princess,True Sisters
114,time,0,day,2,Tangled Before Ever After,Wind in My Hair
115,time,0,day,2,Tarzan,You'll Be in My Heart
116,time,0,day,2,Teen Beach Movie,Surf Crazy
117,time,0,day,2,Teen Beach 2,Best Summer Ever
118,time,0,day,2,Teen Beach 2,That's How We Do
119,time,0,day,2,Teen Beach 2,Twist Your Frown Upside Down
120,time,0,day,2,The Tigger Movie,Your Heart Will Lead You Home
121,time,0,day,2,Tinker Bell,Be True
122,time,0,day,2,Tinker Bell and the Legend of the Neverbeast,Strange Sight (Reprise)
123,time,0,day,2,Toy Story 2,Woody's Roundup
124,time,0,day,2,Z-O-M-B-I-E-S,Fired Up
125,time,0,day,2,Z-O-M-B-I-E-S,My Year
126,time,0,heart,3,Aladdin,A Whole New World
127,time,0,heart,3,Aladdin,A Whole New World (Single)
128,time,0,heart,3,Aladdin (Live-Action),A Whole New World
129,time,0,heart,3,Aladdin (Live-Action),A Whole New World (End Title)
130,time,0,heart,3,Aladdin: The Return of Jafar,Forget About Love
131,time,0,heart,3,Aladdin: The Return of Jafar,I'm Looking out for Me
132,time,0,heart,3,Beauty and the Beast: The Enchanted Christmas,Don't Fall in Love
133,time,0,heart,3,Beauty and the Beast: The Enchanted Christmas,Stories
134,time,0,heart,3,Brother Bear,No Way Out
135,time,0,heart,3,Brother Bear,Transformation (Phil Collins)
136,time,0,heart,3,Brother Bear 2,It Will Be Me
137,time,0,heart,3,Camp Rock,Gotta Find You
138,time,0,heart,3,Camp Rock 2: The Final Jam,Brand New Day
139,time,0,heart,3,Camp Rock 2: The Final Jam,Heart and Soul
140,time,0,heart,3,Camp Rock 2: The Final Jam,Introducing Me
141,time,0,heart,3,Christopher Robin,Christopher Robin
142,time,0,heart,3,Cinderella III: A Twist in Time,More Than a Dream
143,time,0,heart,3,Coco,Remember Me (Dúo)
144,time,0,heart,3,Coco,Remember Me (Ernesto de la Cruz)
145,time,0,heart,3,Coco,Remember Me (Lullaby)
146,time,0,heart,3,Coco,Remember Me (Reunion)
147,time,0,heart,3,Disney's Descendants,Evil Like Me
148,time,0,heart,3,Disney's Descendants,Set it Off
149,time,0,heart,3,Descendants 3,My Once Upon a Time
150,time,0,heart,3,Elena of Avalor,Sister Time
151,time,0,heart,3,The Fox and the Hound,Goodbye May Seem Forever
152,time,0,heart,3,A Goofy Movie,I 2 I
153,time,0,heart,3,A Goofy Movie,Stand Out
154,time,0,heart,3,Hercules,A Star Is Born
155,time,0,heart,3,High School Musical,Getcha Head in the Game
156,time,0,heart,3,High School Musical 2,Humu humu nuku nuku a pua'a
157,time,0,heart,3,High School Musical 2,What Time Is It?
158,time,0,heart,3,High School Musical 3: Senior Year,Just Wanna Be With You
159,time,0,heart,3,High School Musical 3: Senior Year,Scream
160,time,0,heart,3,High School Musical 3: Senior Year,Walk Away
161,time,0,heart,3,High School Musical: The Musical: The Series,"I Think I Kinda, You Know (Duet)"
162,time,0,heart,3,High School Musical: The Musical: The Series,"I Think I Kinda, You Know (Nini Version)"
163,time,0,heart,3,High School Musical: The Musical: The Series,Just For a Moment
164,time,0,heart,3,The Lion King,Can You Feel the Love Tonight
165,time,0,heart,3,The Lion King,I Just Can't Wait to Be King
166,time,0,heart,3,The Lion King (Live-Action),I Just Can't Wait to Be King
167,time,0,heart,3,The Lion King (Live-Action),Spirit
168,time,0,heart,3,The Little Mermaid 2: Return to the Sea,Down to the Sea
169,time,0,heart,3,Mary Poppins,Jolly Holiday
170,time,0,heart,3,Meet the Robinsons,Little Wonders
171,time,0,heart,3,Moana,Shiny
172,time,0,heart,3,Mulan,Reflection
173,time,0,heart,3,The Nightmare Before Christmas,Jack's Obsession
174,time,0,heart,3,Peter Pan,You Can Fly!
175,time,0,heart,3,Pete's Dragon,Bill of Sale
176,time,0,heart,3,Piglet's Big Movie,Comforting to Know
177,time,0,heart,3,Pocahontas,If I Never Knew You
178,time,0,heart,3,Pocahontas II: Journey to a New World,Where Do I Go From Here?
179,time,0,heart,3,The Princess and the Frog,Friends on the Other Side
180,time,0,heart,3,Ralph Breaks the Internet,A Place Called Slaughter Race
181,time,0,heart,3,Sofia the First: Once Upon a Princess,True Sisters
182,time,0,heart,3,Tangled,When Will My Life Begin (Reprise 2)
183,time,0,heart,3,Tangled Before Ever After,More of Me
184,time,0,heart,3,Tangled Before Ever After,Wind in My Hair
185,time,0,heart,3,Tarzan,You'll Be in My Heart
186,time,0,heart,3,Teen Beach 2,On My Own
187,time,0,heart,3,The Tigger Movie,Your Heart Will Lead You Home
188,time,0,heart,3,Tinker Bell,Be True
189,time,0,heart,3,Tinker Bell and the Legend of the Neverbeast,Strange Sight (Reprise)
190,time,0,heart,3,Tinker Bell and the Lost Treasure,If You Believe
191,time,0,heart,3,Z-O-M-B-I-E-S 2,The New Kid in Town
192,time,0,find,4,101 Dalmatians 2: Patch's London Adventure,Try Again
193,time,0,find,4,Aladdin: The Return of Jafar,Forget About Love
194,time,0,find,4,Beauty and the Beast: The Enchanted Christmas,Don't Fall in Love
195,time,0,find,4,Beauty and the Beast: The Enchanted Christmas,Stories
196,time,0,find,4,Brave,Song of Mor'du
197,time,0,find,4,Brother Bear,Look Through My Eyes
198,time,0,find,4,Brother Bear,Transformation (Phil Collins)
199,time,0,find,4,Camp Rock,Gotta Find You
200,time,0,find,4,Camp Rock,Here I Am
201,time,0,find,4,Camp Rock,This Is Me
202,time,0,find,4,Camp Rock,Who Will I Be
203,time,0,find,4,Cars,Our Town
204,time,0,find,4,Christopher Robin,Busy Doing Nothing
205,time,0,find,4,Elena of Avalor,The Magic Within You
206,time,0,find,4,Frozen,For the First Time in Forever
207,time,0,find,4,Frozen,In Summer
208,time,0,find,4,Fun and Fancy Free,I'm a Happy-Go-Lucky Fellow
209,time,0,find,4,A Goofy Movie,I 2 I
210,time,0,find,4,The Great Mouse Detective,Goodbye so Soon
211,time,0,find,4,High School Musical 2,Gotta Go My Own Way
212,time,0,find,4,High School Musical 2,You Are the Music in Me
213,time,0,find,4,High School Musical 2,You Are the Music in Me (Sharpay Version)
214,time,0,find,4,High School Musical 3: Senior Year,Scream
215,time,0,find,4,High School Musical: The Musical: The Series,Wondering
216,time,0,find,4,High School Musical: The Musical: The Series,Wondering (Ashlyn & Nini Piano Version)
217,time,0,find,4,The Hunchback of Notre-Dame 2,Le Jour D'Amour
218,time,0,find,4,The Jungle Book (live-action),The Bare Necessities
219,time,0,find,4,The Lion Guard,Here Comes the Lion Guard
220,time,0,find,4,The Lion King (Live-Action),Never too Late
221,time,0,find,4,Mary Poppins,A Spoonful of Sugar
222,time,0,find,4,Mary Poppins Returns,A Cover Is Not the Book
223,time,0,find,4,Mary Poppins Returns,The Place Where Lost Things Go
224,time,0,find,4,Moana,We Know the Way
225,time,0,find,4,Moana,Where You Are
226,time,0,find,4,Mulan,A Girl Worth Fighting For
227,time,0,find,4,Mulan,Make a Man Out of You
228,time,0,find,4,The Nightmare Before Christmas,Jack's Obsession
229,time,0,find,4,The Nightmare Before Christmas,Poor Jack
230,time,0,find,4,Oliver and Company,Once Upon a Time in New York City
231,time,0,find,4,Peter Pan,You Can Fly!
232,time,0,find,4,Piglet's Big Movie,Comforting to Know
233,time,0,find,4,Planes: Fire and Rescue,Still I Fly
234,time,0,find,4,Pocahontas,If I Never Knew You
235,time,0,find,4,Pocahontas,"Mine, Mine, Mine!"
236,time,0,find,4,Pocahontas II: Journey to a New World,Where Do I Go From Here?
237,time,0,find,4,Ralph Breaks the Internet,A Place Called Slaughter Race
238,time,0,find,4,Ralph Breaks the Internet,Zero
239,time,0,find,4,Snow White and the Seven Dwarfs,Whistle While You Work
240,time,0,find,4,Sofia the First: Once Upon a Princess,Rise and Shine
241,time,0,find,4,The Sword in the Stone,A Most Befuddling Thing
242,time,0,find,4,Tangled Before Ever After,Wind in My Hair
243,time,0,find,4,Tarzan,Son of Man
244,time,0,find,4,Tinker Bell,Be True
245,time,0,find,4,A Wrinkle in Time,I Believe
246,time,0,find,4,A Wrinkle in Time,Warrior
247,time,0,find,4,Z-O-M-B-I-E-S 2,Gotta Find Where I Belong
248,time,0,life,5,Aladdin and the King of Thieves,Are You in or Out?
249,time,0,life,5,Aladdin and the King of Thieves,Father and Son
250,time,0,life,5,Beauty and the Beast: The Enchanted Christmas,Don't Fall in Love
251,time,0,life,5,Brother Bear,Look Through My Eyes
252,time,0,life,5,Brother Bear,Welcome
253,time,0,life,5,Camp Rock,Here I Am
254,time,0,life,5,Camp Rock,This Is Me
255,time,0,life,5,Camp Rock,Who Will I Be
256,time,0,life,5,Camp Rock 2: The Final Jam,It's On
257,time,0,life,5,Camp Rock 2: The Final Jam,What We Came Here For
258,time,0,life,5,Christopher Robin,Busy Doing Nothing
259,time,0,life,5,Cinderella III: A Twist in Time,More Than a Dream
260,time,0,life,5,Cinderella III: A Twist in Time,Perfectly Perfect
261,time,0,life,5,Disney's Descendants,Evil Like Me
262,time,0,life,5,Disney's Descendants,I'm Your Girl
263,time,0,life,5,Descendants 2,Ways to Be Wicked
264,time,0,life,5,Descendants 2,What's My Name 
265,time,0,life,5,Descendants 3,Good to Be Bad
266,time,0,life,5,Descendants 3,My Once Upon a Time
267,time,0,life,5,Elena of Avalor,My Time
268,time,0,life,5,The Emperor's New Groove,My Funny Friend and Me
269,time,0,life,5,Frozen,For the First Time in Forever
270,time,0,life,5,Frozen,For the First Time in Forever (Reprise)
271,time,0,life,5,Frozen,In Summer
272,time,0,life,5,Fun and Fancy Free,Fun and Fancy Free
273,time,0,life,5,The Great Mouse Detective,Let Me Be Good to You
274,time,0,life,5,High School Musical 2,Gotta Go My Own Way
275,time,0,life,5,High School Musical 3: Senior Year,High School Musical
276,time,0,life,5,High School Musical 3: Senior Year,Just Wanna Be With You
277,time,0,life,5,The Hunchback of Notre-Dame,The Bells of Notre-Dame
278,time,0,life,5,The Jungle Book,The Bare Necessities
279,time,0,life,5,The Jungle Book (live-action),The Bare Necessities
280,time,0,life,5,The Lion Guard,Here Comes the Lion Guard
281,time,0,life,5,The Lion Guard,It Is Time
282,time,0,life,5,The Lion Guard,Tonight We Strike
283,time,0,life,5,The Little Mermaid,Under the Sea
284,time,0,life,5,Mary Poppins,A Man Has Dreams
285,time,0,life,5,Mary Poppins,Chim Chim Cheree (Reprise)
286,time,0,life,5,Mary Poppins,Supercalifragilistic-expialidocious
287,time,0,life,5,Mary Poppins Returns,Trip a Little Light Fantastic (Reprise)
288,time,0,life,5,Meet the Robinsons,The Future Has Arrived
289,time,0,life,5,Piglet's Big Movie,Comforting to Know
290,time,0,life,5,Planes: Fire and Rescue,All In
291,time,0,life,5,Planes: Fire and Rescue,Still I Fly
292,time,0,life,5,Pocahontas,If I Never Knew You
293,time,0,life,5,Pocahontas,"Mine, Mine, Mine!"
294,time,0,life,5,Pocahontas II: Journey to a New World,Where Do I Go From Here?
295,time,0,life,5,The Princess and the Frog,Friends on the Other Side
296,time,0,life,5,Ralph Breaks the Internet,A Place Called Slaughter Race
297,time,0,life,5,Sofia the First: Once Upon a Princess,Rise and Shine
298,time,0,life,5,Tangled,When Will My Life Begin
299,time,0,life,5,Tangled,When Will My Life Begin (Reprise 2)
300,time,0,life,5,Tangled Before Ever After,More of Me
301,time,0,life,5,Tangled Before Ever After,Wind in My Hair
302,time,0,life,5,Teen Beach 2,Best Summer Ever
303,time,0,life,5,Teen Beach 2,That's How We Do
304,time,0,life,5,Wreck-it Ralph,When Can I See You Again?
305,time,0,life,5,A Wrinkle in Time,I Believe
306,time,0,life,5,A Wrinkle in Time,Warrior
307,time,0,feel,6,Aladdin: The Return of Jafar,Forget About Love
308,time,0,feel,6,Beauty and the Beast,Human Again
309,time,0,feel,6,Beauty and the Beast (live-action),How Does a Moment Last Forever
310,time,0,feel,6,Beauty and the Beast: The Enchanted Christmas,Don't Fall in Love
311,time,0,feel,6,Brother Bear 2,It Will Be Me
312,time,0,feel,6,Camp Rock,Start the Party
313,time,0,feel,6,Camp Rock,This Is Me
314,time,0,feel,6,Camp Rock 2: The Final Jam,Heart and Soul
315,time,0,feel,6,Camp Rock 2: The Final Jam,What We Came Here For
316,time,0,feel,6,Cars 3,Run That Race
317,time,0,feel,6,Disney's Descendants,Good Is the New Bad
318,time,0,feel,6,Descendants 2,What's My Name 
319,time,0,feel,6,Descendants 3,Good to Be Bad
320,time,0,feel,6,Descendants 3,My Once Upon a Time
321,time,0,feel,6,Descendants 3,Queen of Mean
322,time,0,feel,6,Frozen,For the First Time in Forever
323,time,0,feel,6,Frozen,Let it Go
324,time,0,feel,6,Frozen 2,Some Things Never Change
325,time,0,feel,6,Frozen 2,When I Am Older
326,time,0,feel,6,A Goofy Movie,After Today
327,time,0,feel,6,High School Musical,Breaking Free
328,time,0,feel,6,High School Musical,Getcha Head in the Game
329,time,0,feel,6,High School Musical 2,All For One
330,time,0,feel,6,High School Musical 2,You Are the Music in Me
331,time,0,feel,6,High School Musical 3: Senior Year,High School Musical
332,time,0,feel,6,High School Musical: The Musical: The Series,"I Think I Kinda, You Know (Duet)"
333,time,0,feel,6,High School Musical: The Musical: The Series,"I Think I Kinda, You Know (Ricky Version)"
334,time,0,feel,6,High School Musical: The Musical: The Series,Just For a Moment
335,time,0,feel,6,The Lion Guard,Here Comes the Lion Guard
336,time,0,feel,6,The Lion Guard,It Is Time
337,time,0,feel,6,The Lion Guard,Tonight We Strike
338,time,0,feel,6,The Lion King,Can You Feel the Love Tonight
339,time,0,feel,6,The Lion King,Hakuna Matata
340,time,0,feel,6,The Lion King 2: Simba's Pride,My Lullaby
341,time,0,feel,6,Mary Poppins,Jolly Holiday
342,time,0,feel,6,Meet the Robinsons,Little Wonders
343,time,0,feel,6,Meet the Robinsons,The Future Has Arrived
344,time,0,feel,6,Moana,Shiny
345,time,0,feel,6,Mulan,A Girl Worth Fighting For
346,time,0,feel,6,Mulan,Reflection
347,time,0,feel,6,Olaf's Frozen Adventure,Ring in the Season
348,time,0,feel,6,Olaf's Frozen Adventure,When We're Together
349,time,0,feel,6,Pete's Dragon,Brazzle Dazzle Day
350,time,0,feel,6,Planes,Fly
351,time,0,feel,6,Planes: Fire and Rescue,Still I Fly
352,time,0,feel,6,Pocahontas,If I Never Knew You
353,time,0,feel,6,Pocahontas II: Journey to a New World,Where Do I Go From Here?
354,time,0,feel,6,The Princess and the Frog,Friends on the Other Side
355,time,0,feel,6,Ralph Breaks the Internet,Zero
356,time,0,feel,6,Sofia the First: Once Upon a Princess,True Sisters
357,time,0,feel,6,Tangled,When Will My Life Begin (Reprise 2)
358,time,0,feel,6,Tangled Before Ever After,More of Me
359,time,0,feel,6,Tangled Before Ever After,Wind in My Hair
360,time,0,feel,6,Tarzan,You'll Be in My Heart
361,time,0,feel,6,Teen Beach 2,That's How We Do
362,time,0,feel,6,The Tigger Movie,Your Heart Will Lead You Home
363,time,0,feel,6,Winnie the Pooh,It's Gonna Be Great
364,time,0,feel,6,Z-O-M-B-I-E-S 2,Gotta Find Where I Belong
365,time,0,wanna,7,Aladdin (Live-Action),Friend Like Me (End Title)
366,time,0,wanna,7,Camp Rock,Gotta Find You
367,time,0,wanna,7,Camp Rock,Hasta La Vista
368,time,0,wanna,7,Camp Rock,Here I Am
369,time,0,wanna,7,Camp Rock,Start the Party
370,time,0,wanna,7,Camp Rock,This Is Me
371,time,0,wanna,7,Camp Rock,Who Will I Be
372,time,0,wanna,7,Camp Rock 2: The Final Jam,Brand New Day
373,time,0,wanna,7,Camp Rock 2: The Final Jam,Introducing Me
374,time,0,wanna,7,Camp Rock 2: The Final Jam,It's On
375,time,0,wanna,7,Camp Rock 2: The Final Jam,What We Came Here For
376,time,0,wanna,7,Cars 3,Run That Race
377,time,0,wanna,7,Disney's Descendants,Evil Like Me
378,time,0,wanna,7,Descendants 2,It's Goin' Down
379,time,0,wanna,7,Descendants 2,Ways to Be Wicked
380,time,0,wanna,7,Descendants 3,Do What You Gotta Do
381,time,0,wanna,7,Descendants 3,Good to Be Bad
382,time,0,wanna,7,Descendants 3,My Once Upon a Time
383,time,0,wanna,7,Descendants 3,VK Mashup
384,time,0,wanna,7,Frozen,For the First Time in Forever
385,time,0,wanna,7,Fun and Fancy Free,Fun and Fancy Free
386,time,0,wanna,7,Fun and Fancy Free,I'm a Happy-Go-Lucky Fellow
387,time,0,wanna,7,High School Musical 2,All For One
388,time,0,wanna,7,High School Musical 2,Gotta Go My Own Way
389,time,0,wanna,7,High School Musical 2,Humu humu nuku nuku a pua'a
390,time,0,wanna,7,High School Musical 2,I Don't Dance
391,time,0,wanna,7,High School Musical 2,What Time Is It?
392,time,0,wanna,7,High School Musical 3: Senior Year,Just Wanna Be With You
393,time,0,wanna,7,High School Musical 3: Senior Year,The Boys Are Back
394,time,0,wanna,7,The Jungle Book 2,W-I-L-D
395,time,0,wanna,7,The Little Mermaid,Kiss the Girl
396,time,0,wanna,7,Moana,Where You Are
397,time,0,wanna,7,Planes,Fly
398,time,0,wanna,7,The Princess and the Frog,Friends on the Other Side
399,time,0,wanna,7,The Princess and the Frog,Never Knew I Needed
400,time,0,wanna,7,Teen Beach 2,That's How We Do
401,time,0,wanna,7,Tinker Bell,Be True
402,time,0,wanna,7,Z-O-M-B-I-E-S 2,Gotta Find Where I Belong
403,time,0,good,8,Aladdin and the King of Thieves,Father and Son
404,time,0,good,8,Beauty and the Beast,Human Again
405,time,0,good,8,Beauty and the Beast,The Mob Song
406,time,0,good,8,Beauty and the Beast (live-action),The Mob Song
407,time,0,good,8,Beauty and the Beast: The Enchanted Christmas,As Long as There's Christmas
408,time,0,good,8,Beauty and the Beast: The Enchanted Christmas,Don't Fall in Love
409,time,0,good,8,Camp Rock,Here I Am
410,time,0,good,8,Camp Rock 2: The Final Jam,Brand New Day
411,time,0,good,8,Camp Rock 2: The Final Jam,Introducing Me
412,time,0,good,8,Camp Rock 2: The Final Jam,What We Came Here For
413,time,0,good,8,Disney's Descendants,Evil Like Me
414,time,0,good,8,Disney's Descendants,Good Is the New Bad
415,time,0,good,8,Descendants 3,Break This Down
416,time,0,good,8,Descendants 3,Good to Be Bad
417,time,0,good,8,Descendants 3,VK Mashup
418,time,0,good,8,Elena of Avalor,Festival of Love
419,time,0,good,8,The Fox and the Hound 2,"Good Doggie, No Bone!"
420,time,0,good,8,Frozen,For the First Time in Forever
421,time,0,good,8,Frozen,In Summer
422,time,0,good,8,Frozen,Let it Go
423,time,0,good,8,Frozen 2,Some Things Never Change
424,time,0,good,8,Frozen 2,When I Am Older
425,time,0,good,8,A Goofy Movie,On the Open Road
426,time,0,good,8,The Great Mouse Detective,Let Me Be Good to You
427,time,0,good,8,High School Musical,We're All in This Together
428,time,0,good,8,High School Musical 2,I Don't Dance
429,time,0,good,8,High School Musical 2,What Time Is It?
430,time,0,good,8,High School Musical 3: Senior Year,A Night to Remember
431,time,0,good,8,High School Musical 3: Senior Year,High School Musical
432,time,0,good,8,High School Musical 3: Senior Year,The Boys Are Back
433,time,0,good,8,High School Musical: The Musical: The Series,"Truth, Justice and Songs in Our Key"
434,time,0,good,8,High School Musical: The Musical: The Series,Wondering
435,time,0,good,8,High School Musical: The Musical: The Series,Wondering (Ashlyn & Nini Piano Version)
436,time,0,good,8,The Jungle Book (live-action),The Bare Necessities
437,time,0,good,8,The Jungle Book 2,W-I-L-D
438,time,0,good,8,The Lion Guard,Kion's Lament
439,time,0,good,8,Mary Poppins,Chim Chim Cheree (Reprise)
440,time,0,good,8,Mary Poppins,Jolly Holiday
441,time,0,good,8,Mary Poppins Returns,The Place Where Lost Things Go
442,time,0,good,8,Olaf's Frozen Adventure,That Time of Year
443,time,0,good,8,Peter Pan,Second Star to the Right
444,time,0,good,8,Pete's Dragon,Bill of Sale
445,time,0,good,8,Piglet's Big Movie,Comforting to Know
446,time,0,good,8,Pooh's Heffalump Movie,The Horribly Hazardous Heffalumps!
447,time,0,good,8,Ralph Breaks the Internet,Zero
448,time,0,good,8,Robin Hood,Oo-de-lally
449,time,0,good,8,Teen Beach Movie,Surf Crazy
450,time,0,good,8,Teen Beach 2,That's How We Do
451,time,0,good,8,Z-O-M-B-I-E-S,My Year
452,time,0,good,8,Z-O-M-B-I-E-S 2,Gotta Find Where I Belong
453,time,0,good,8,Z-O-M-B-I-E-S 2,The New Kid in Town
454,time,0,sing,9,The Aristocats,Ev'rybody Wants to Be a Cat
455,time,0,sing,9,Beauty and the Beast,The Mob Song
456,time,0,sing,9,Beauty and the Beast (live-action),The Mob Song
457,time,0,sing,9,Beauty and the Beast: The Enchanted Christmas,Don't Fall in Love
458,time,0,sing,9,Camp Rock 2: The Final Jam,Brand New Day
459,time,0,sing,9,Camp Rock 2: The Final Jam,Heart and Soul
460,time,0,sing,9,Camp Rock 2: The Final Jam,It's On
461,time,0,sing,9,Camp Rock 2: The Final Jam,What We Came Here For
462,time,0,sing,9,Cars 3,Run That Race
463,time,0,sing,9,Coco,Remember Me (Dúo)
464,time,0,sing,9,Coco,Remember Me (Ernesto de la Cruz)
465,time,0,sing,9,Coco,Remember Me (Lullaby)
